token	lemma	POS	morph	treated
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
tienent	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	tienent
ore	or4	ADVgen	DEGRE=-	ore
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
haut	haut	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	haut
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	home
;	;	PONfbl	MORPH=empty	;
por	por2	PRE	MORPH=empty	por
demi	demi2	ADJqua	NOMB.=s|GENRE=m|CAS=r	demi
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
tresor	tresor	NOMcom	NOMB.=s|GENRE=m|CAS=r	tresor
de	de	PRE	MORPH=empty	de
Rome	Rome	NOMpro	NOMB.=s|GENRE=f|CAS=r	Rome
ne	ne1	ADVneg	MORPH=empty	ne
vousist	voloir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	vousist
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r	droit
n'	ne1	CONcoo	MORPH=empty	n
a	avoir	PRE	PERS.=3|NOMB.=s	a
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	GENRE=m	qu
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
en	en2	PROadv	MORPH=empty	en
eüst	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	eüst
prodome	prodome	NOMcom	NOMB.=s|GENRE=m|CAS=r	prodome
mort	morir	VERppe	NOMB.=s|GENRE=m|CAS=r	mort
en	en1	PRE	MORPH=empty	en
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
ost	ost	NOMcom	NOMB.=s|GENRE=m|CAS=r	ost
,	,	PONfbl	MORPH=empty	,
nes	nëis	ADVneg.PROper	MORPH=empty	nes
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
anemi	enemi	NOMcom	NOMB.=s|GENRE=m|CAS=r	anemi
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
si	si	ADVgen	DEGRE=-	si
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	portoit
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
escu	escu	NOMcom	NOMB.=s|GENRE=m|CAS=r	escu
demi	demi2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	demi
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
gentil	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	gentil
conte	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
de	de	PRE	MORPH=empty	de
Clermont	Clorent	NOMpro	NOMB.=s|CAS=r	Clermont
,	,	PONfbl	MORPH=empty	,
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
lïon	lïon	NOMcom	NOMB.=s|GENRE=m|CAS=r	lïon
rampant	ramper	VERppa	NOMB.=s|GENRE=m|CAS=r	rampant
contremont	contremont	ADVgen	DEGRE=-	contremont
d'	de	PRE	MORPH=empty	d
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r	or
et	et	CONcoo	MORPH=empty	et
d'	de	PRE	MORPH=empty	d
azur	asur	NOMcom	NOMB.=s|GENRE=m|CAS=r	azur
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
,	,	PONfbl	MORPH=empty	,
d'	de	PRE	MORPH=empty	d
autre	autre	DETind	NOMB.=s|GENRE=f|CAS=r	autre
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r	part
,	,	PONfbl	MORPH=empty	,
plus	plus	ADVgen	DEGRE=-	plus
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
hardiz	hardi	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	hardiz
d'	de	PRE	MORPH=empty	d
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
liepart	liepart	NOMcom	NOMB.=s|GENRE=m|CAS=r	liepart
,	,	PONfbl	MORPH=empty	,
quant	cant1	CONsub	MORPH=empty	quant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	ert
armez	armer	VERppe	NOMB.=s|GENRE=m|CAS=n	armez
,	,	PONfbl	MORPH=empty	,
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
escu	escu	NOMcom	NOMB.=s|GENRE=m|CAS=r	escu
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r	pris
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
savez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	savez
dont	dont	PROrel	MORPH=empty	dont
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
mout	mout	ADVgen	DEGRE=-	mout
le	le	PROper	NOMB.=s|GENRE=m|CAS=r	le
pris	pris1	VERcjg	MODE=ind|PERS.=1|NOMB.=s|CAS=r	pris
?	?	PONfrt	MORPH=empty	?
Sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	Sa
justice	justice	NOMcom	NOMB.=s|GENRE=f|CAS=r	justice
et	et	CONcoo	MORPH=empty	et
s'	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
envoiseüre	envoisëure	NOMcom	NOMB.=s|GENRE=f|CAS=n	envoiseüre
par	par2	ADVgen	MORPH=empty	par
ert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	ert
de	de	PRE	MORPH=empty	de
si	si	ADVgen	DEGRE=-	si
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
tempreüre	tempertor	NOMcom	NOMB.=s|GENRE=f|CAS=r	tempreüre
q'	que4	CONsub	NOMB.=s	q
en	on	PROind	NOMB.=s|GENRE=n	en
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
trovast	trover	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	trovast
ja	ja	ADVgen	DEGRE=-	ja
point	point	ADVneg	MORPH=empty	point
d'	de	PRE	MORPH=empty	d
outrage	outrage	NOMcom	NOMB.=s|GENRE=m|CAS=r	outrage
.	.	PONfrt	MORPH=empty	.
Sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	Sa
hautece	hautece	NOMcom	NOMB.=s|GENRE=f|CAS=r	hautece
et	et	CONcoo	MORPH=empty	et
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
vasselage	vasselage	NOMcom	NOMB.=s|GENRE=m|CAS=r	vasselage
bessoit	baisier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	bessoit
mout	mout	ADVgen	DEGRE=-	mout
selonc	selonc	PRE	MORPH=empty	selonc
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
franchise	franchise	NOMcom	NOMB.=s|GENRE=f|CAS=r	franchise
,	,	PONfbl	MORPH=empty	,
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
a	a3	PRE	MORPH=empty	a
toute	tot	ADVgen	NOMB.=s|GENRE=f|CAS=r	toute
gentelise	gentillece	ADJqua	NOMB.=s|GENRE=f|CAS=r	gentelise
apers	apert1	ADJqua	NOMB.=s|GENRE=m|CAS=r	apers
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
dous	deus	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	dous
et	et	CONcoo	MORPH=empty	et
ademis	ademetre	VERppe	NOMB.=s|GENRE=m|CAS=n	ademis
.	.	PONfrt	MORPH=empty	.
Se	se	CONsub	MORPH=empty	Se
frans	franc1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	frans
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hom
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
en	en1	PRE	MORPH=empty	en
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=n	mis
de	de	PRE	MORPH=empty	de
riens	rien	PROind	NOMB.=s|GENRE=f|CAS=r	riens
dont	dont	PROrel	GENRE=f|CAS=i	dont
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n	nus
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
querelast	querre	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	querelast
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
mil	mil1	DETcar	NOMB.=p|GENRE=m|CAS=r	mil
mars	marc1	NOMcom	NOMB.=p|GENRE=m|CAS=r	mars
d'	de	PRE	MORPH=empty	d
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r	or
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
donast	doner	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	donast
,	,	PONfbl	MORPH=empty	,
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	nel
soufrist	sofrir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	soufrist
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
a	a3	PRE	MORPH=empty	a
forsjugier	forjugier	VERinf	MORPH=empty	forsjugier
.	.	PONfrt	MORPH=empty	.
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Il
ne	ne1	ADVneg	MORPH=empty	ne
haoit	häir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	haoit
pas	pas	ADVneg	MORPH=empty	pas
de	de	PRE	MORPH=empty	de
legier	legier2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	legier
ne	ne2	CONcoo	MORPH=empty	ne
n'	ne1	ADVneg	MORPH=empty	n
amoit	amer1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	amoit
riens	rien	PROind	NOMB.=s|GENRE=f|CAS=r	riens
contre	contre	PRE	MORPH=empty	contre
s'	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
onor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	onor
.	.	PONfrt	MORPH=empty	.
Quant	cant1	CONsub	MORPH=empty	Quant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
savoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	savoit
viel	vieil	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	viel
vavassor	vavassor	NOMcom	NOMB.=s|GENRE=m|CAS=r	vavassor
ne	ne2	CONcoo	MORPH=empty	ne
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
vevë	veve2	VERcjg	NOMB.=s|GENRE=f|CAS=r	vevë
en	en1	PRE	MORPH=empty	en
poverte	povérte	NOMcom	NOMB.=s|GENRE=f|CAS=r	poverte
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
ciaus	ciel	PROdem	NOMB.=p|GENRE=m|CAS=r	ciaus
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
main	main2	NOMcom	NOMB.=s|GENRE=f|CAS=r	main
overte	ovrir	VERppe	NOMB.=s|GENRE=f|CAS=r	overte
et	et	CONcoo	MORPH=empty	et
donoit	doner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	donoit
robes	robe	NOMcom	NOMB.=p|GENRE=f|CAS=r	robes
et	et	CONcoo	MORPH=empty	et
avoir	avoir	VERinf	MORPH=empty	avoir
.	.	PONfrt	MORPH=empty	.
Ne	ne1	ADVneg	MORPH=empty	Ne
voloit	voloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	voloit
autre	autre	DETind	NOMB.=s|GENRE=m|CAS=r	autre
moeble	movoir	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	moeble
avoir	avoir	VERinf	MORPH=empty	avoir
mes	mais1	CONcoo	MORPH=empty	mes
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
plenté	plenté	NOMcom	NOMB.=s|GENRE=f|CAS=r	plenté
de	de	PRE	MORPH=empty	de
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevaliers
.	.	PONfrt	MORPH=empty	.
Joiax	Jöel	ADJqua	NOMB.=p|GENRE=m|CAS=r	Joiax
,	,	PONfbl	MORPH=empty	,
dras	drap	NOMcom	NOMB.=p|GENRE=m|CAS=n	dras
de	de	PRE	MORPH=empty	de
soie	soie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	soie
et	et	CONcoo	MORPH=empty	et
destriers	destrier1	NOMcom	NOMB.=s|GENRE=m|CAS=r	destriers
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
donoit	doner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	donoit
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
a	a3	PRE	MORPH=empty	a
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
plenté	plenté	NOMcom	NOMB.=s|GENRE=f|CAS=r	plenté
.	.	PONfrt	MORPH=empty	.
Toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	Toz
jors	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r	jors
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
iver	iver2	NOMcom	NOMB.=s|GENRE=m|CAS=r	iver
et	et	CONcoo	MORPH=empty	et
esté	estre1	VERppe	NOMB.=s|GENRE=m|CAS=n	esté
,	,	PONfbl	MORPH=empty	,
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	sa
corz	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=n	corz
granz	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	granz
et	et	CONcoo	MORPH=empty	et
pleniere	plenier2	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	pleniere
;	;	PONfbl	MORPH=empty	;
de	de	PRE	MORPH=empty	de
mainte	maint	DETind	NOMB.=s|GENRE=f|CAS=r	mainte
diverse	divers	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	diverse
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r	maniere
i	i2	PROadv	MORPH=empty	i
fesoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	fesoit
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r	mestier
.	.	PONfrt	MORPH=empty	.
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Il
ne	ne1	ADVneg	MORPH=empty	ne
lessoit	laissier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	lessoit
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r	chevalier
en	en1	PRE	MORPH=empty	en
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pais	pais	NOMcom	NOMB.=s|GENRE=m|CAS=r	pais
por	por2	PRE	MORPH=empty	por
qu'	que4	CONsub	NOMB.=s	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
errast	errer2	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	errast
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
retenist	retenir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	retenist
ou	o3	CONcoo	MORPH=empty	ou
donast	doner	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	donast
selonc	selonc	PRE	MORPH=empty	selonc
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r	pris
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r	terre
ou	o3	CONcoo	MORPH=empty	ou
chastiax	chastel	NOMcom	NOMB.=p|GENRE=m|CAS=r	chastiax
.	.	PONfrt	MORPH=empty	.
Ne	ne1	ADVneg	MORPH=empty	Ne
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	portoit
autres	autre	DETind	NOMB.=p|GENRE=m|CAS=r	autres
mangoniax	mangonel	NOMcom	NOMB.=p|GENRE=m|CAS=r	mangoniax
a	a3	PRE	MORPH=empty	a
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r	ses
guerres	guerre	NOMcom	NOMB.=p|GENRE=f|CAS=r	guerres
n'	ne2	CONcoo	MORPH=empty	n
autres	autre	DETind	NOMB.=p|GENRE=f|CAS=r	autres
perrieres	perriere2	NOMcom	NOMB.=p|GENRE=f|CAS=r	perrieres
.	.	PONfrt	MORPH=empty	.
Cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	Cil
portent	porter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	portent
lances	lance	NOMcom	NOMB.=p|GENRE=f|CAS=r	lances
et	et	CONcoo	MORPH=empty	et
banieres	baniere	NOMcom	NOMB.=p|GENRE=f|CAS=r	banieres
por	por2	PRE	MORPH=empty	por
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
partir	partir	NOMcom	CAS=r	partir
de	de	PRE	MORPH=empty	de
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
estor	estor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	estor
,	,	PONfbl	MORPH=empty	,
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
prenoient	prendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	prenoient
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
hautes	haut	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	hautes
tors	tor2	NOMcom	NOMB.=p|GENRE=f|CAS=r	tors
,	,	PONfbl	MORPH=empty	,
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
ardoient	ardre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	ardoient
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
granz	grant	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	granz
chastiax	chastel	NOMcom	NOMB.=p|GENRE=m|CAS=r	chastiax
:	:	PONfbl	MORPH=empty	:
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
portent	porter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	portent
autres	autre	DETind	NOMB.=p|GENRE=m|CAS=r	autres
mangoniax	mangonel	NOMcom	NOMB.=p|GENRE=m|CAS=r	mangoniax
de	de	PRE	MORPH=empty	de
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
ost	ost	NOMcom	NOMB.=s|GENRE=f|CAS=r	ost
dehors	defors	ADVgen	DEGRE=-	dehors
a	a3	PRE	MORPH=empty	a
ces	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r	ces
dedenz	dedenz	ADVgen	MORPH=empty	dedenz
;	;	PONfbl	MORPH=empty	;
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
menjassent	mangier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p	menjassent
ainçois	ainçois	ADVgen	DEGRE=-	ainçois
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	as
denz	dent2	NOMcom	NOMB.=p|GENRE=f|CAS=r	denz
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
hourdeïs	hordiain	VERppe	NOMB.=p|GENRE=m|CAS=r	hourdeïs
desor	desor	PRE	MORPH=empty	desor
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
murs	mur	NOMcom	NOMB.=p|GENRE=m|CAS=r	murs
.	.	PONfrt	MORPH=empty	.
Bien	bien1	ADVgen	DEGRE=p	Bien
en	en2	PROadv	MORPH=empty	en
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	ert
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	lor
sires	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sires
seürs	sëur2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	seürs
;	;	PONfbl	MORPH=empty	;
ja	ja	ADVgen	DEGRE=-	ja
n'	ne1	ADVneg	MORPH=empty	n
asseïst	asseoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	asseïst
riens	rien	PROind	NOMB.=s|GENRE=f|CAS=r	riens
,	,	PONfbl	MORPH=empty	,
ne	ne1	ADVneg	MORPH=empty	ne
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
prise	prendre	VERppe	NOMB.=s|GENRE=f|CAS=n	prise
,	,	PONfbl	MORPH=empty	,
puis	puis	ADVgen	DEGRE=-	puis
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	chose
emprise	emprendre	VERppe	NOMB.=s|GENRE=f|CAS=r	emprise
.	.	PONfrt	MORPH=empty	.
Tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	Tel
tresor	tresor	NOMcom	NOMB.=s|GENRE=m|CAS=r	tresor
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
amasser	amasser	VERinf	MORPH=empty	amasser
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
qu'	que4	CONsub	NOMB.=s	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
.	.	PONfrt	MORPH=empty	.
Confondre	confondre	VERinf	NOMB.=s	Confondre
et	et	CONcoo	MORPH=empty	et
quasser	casser	VERinf	MORPH=empty	quasser
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
anemis	enemi	NOMcom	NOMB.=p|GENRE=m|CAS=r	anemis
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pié	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pié
metre	metre2	VERinf	MORPH=empty	metre
,	,	PONfbl	MORPH=empty	,
bien	bien1	ADVgen	DEGRE=p	bien
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
sot	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sot
icist	icest	PROdem	NOMB.=s|GENRE=m|CAS=n	icist
entremetre	entremetre	VERinf	MORPH=empty	entremetre
.	.	PONfrt	MORPH=empty	.
Qu'	que4	CONsub	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
encor	encore	ADVgen	DEGRE=-	encor
point	point	ADVneg	MORPH=empty	point
de	de	PRE	MORPH=empty	de
feme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r	feme
(	(	PONfbl	MORPH=empty	(
mes	mais1	CONcoo	MORPH=empty	mes
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
voeil	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voeil
a	a3	PRE	MORPH=empty	a
ceaus	cel	PROdem	NOMB.=p|GENRE=m|CAS=r	ceaus
de	de	PRE	MORPH=empty	de
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
regne	regne	NOMcom	NOMB.=s|GENRE=m|CAS=r	regne
en	en2	PROadv	MORPH=empty	en
eüst	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	eüst
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
prochainement	prochainement	ADVgen	DEGRE=-	prochainement
)	)	PONfbl	MORPH=empty	)
mout	mout	ADVgen	DEGRE=-	mout
en	en2	PROadv	MORPH=empty	en
parloient	parler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	parloient
tuit	tot	PROind	NOMB.=p|GENRE=m|CAS=n	tuit
sovent	sovent	ADVgen	DEGRE=-	sovent
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	Li
haut	haut	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	haut
baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n	baron
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
un	un	PROind	NOMB.=p|GENRE=m|CAS=n	un
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	as
autres	autre	PROind	NOMB.=p|GENRE=m|CAS=r	autres
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Se	se	CONsub	MORPH=empty	Se
ciz	cest	DETdem	NOMB.=s|GENRE=m|CAS=n	ciz
bers	baron	NOMcom	NOMB.=s|GENRE=m|CAS=n	bers
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mieudres	meillor	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=c	mieudres
