token	lemma	POS	morph	treated
anpreïsmes	emprendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=p	anpreïsmes
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
A	a3	PRE	MORPH=empty	A
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
mot	mot	NOMcom	NOMB.=s|GENRE=m|CAS=r	mot
an	en1	PRE	MORPH=empty	an
estant	ester	VERppa	NOMB.=s|GENRE=m	estant
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
lieve	lever	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	lieve
Messire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Messire
Gauvains	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gauvains
,	,	PONfbl	MORPH=empty	,
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
mout	mout	ADVgen	DEGRE=-	mout
grieve	grever	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|DEGRE=p	grieve
De	de	PRE	MORPH=empty	De
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r	parole
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m|CAS=r	dit
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Sire
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
Lancelot	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=r	Lancelot
N'	ne1	ADVneg	MORPH=empty	N
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
point	point	ADVneg	GENRE=m	point
an	en1	PRE	MORPH=empty	an
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r	tote
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r	terre
;	;	PONfbl	MORPH=empty	;
Mes	mais1	CONcoo	MORPH=empty	Mes
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n	nos
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
anvoieromes	envoiier	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p	anvoieromes
querre	querre	VERinf	MORPH=empty	querre
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Deu
plest	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plest
,	,	PONfbl	MORPH=empty	,
sel	si+il	ADVgen.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	sel
trovera	trover	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	trovera
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
an	on	PROind	NOMB.=s|GENRE=n|CAS=n	an
,	,	PONfbl	MORPH=empty	,
Ençois	ainçois	ADVgen	DEGRE=-	Ençois
que	que4	CONsub	MORPH=empty	que
veigne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	veigne
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r	chief
de	de	PRE	MORPH=empty	de
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=r	l
an	an	NOMcom	NOMB.=s|GENRE=n|CAS=r	an
,	,	PONfbl	MORPH=empty	,
S'	se	CONsub	MORPH=empty	S
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
morz	morir	VERppe	NOMB.=s|GENRE=m|CAS=n	morz
ou	o3	CONcoo	MORPH=empty	ou
anprisonez	emprisoner	VERppe	NOMB.=s|GENRE=m|CAS=n	anprisonez
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vient
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
donez	doner	VERcjg	MODE=imp|PERS.=2|NOMB.=p	donez
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
bataille	bataille	NOMcom	NOMB.=s|GENRE=f|CAS=r	bataille
,	,	PONfbl	MORPH=empty	,
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
ferai	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	ferai
;	;	PONfbl	MORPH=empty	;
Por	por2	PRE	MORPH=empty	Por
Lancelot	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=r	Lancelot
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
an	en2	PROadv	MORPH=empty	an
armerai	armer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	armerai
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Au
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	MORPH=empty	se
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vient
ençois	ainçois	ADVgen	DEGRE=-	ençois
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Haï	häi!	INJ	MORPH=empty	Haï
!	!	PONfrt	MORPH=empty	!
Por	por2	PRE	MORPH=empty	Por
Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Deu
,	,	PONfbl	MORPH=empty	,
biax	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biax
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sire
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
,	,	PONfbl	MORPH=empty	,
Fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Fet
Meliaganz	Meleagant	NOMpro	NOMB.=s|GENRE=m|CAS=r	Meliaganz
,	,	PONfbl	MORPH=empty	,
donez	doner	VERcjg	MODE=imp|PERS.=2|NOMB.=s	donez
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	li
:	:	PONfbl	MORPH=empty	:
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Il
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
vialt	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vialt
et	et	CONcoo	MORPH=empty	et
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
an	en2	PROadv	MORPH=empty	an
pri	priier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	pri
,	,	PONfbl	MORPH=empty	,
Qu'	que4	CONsub	MORPH=empty	Qu
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
monde	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	monde
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r	chevalier
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
A	a3	PRE	MORPH=empty	A
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
si	si	ADVgen	DEGRE=-	si
volentiers	volentiers	ADVgen	DEGRE=-	volentiers
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
essai	essaiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	essai
Fors	fors1	ADVgen	DEGRE=-	Fors
que	que4	CONsub	MORPH=empty	que
Lancelot	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=r	Lancelot
seulemant	solement2	ADVgen	DEGRE=-	seulemant
.	.	PONfrt	MORPH=empty	.
Mais	mais1	CONcoo	MORPH=empty	Mais
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
bien	bien1	ADVgen	DEGRE=p	bien
certainnemant	certainement	ADVgen	DEGRE=-	certainnemant
,	,	PONfbl	MORPH=empty	,
S'	se	ADVgen	DEGRE=-	S
a	a3	PRE	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
un	un	PROind	NOMB.=s|GENRE=m|CAS=r	un
d'	de	PRE	MORPH=empty	d
aus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	aus
.	.	PONfrt	MORPH=empty	.
ii	2	PROcar	MORPH=empty	ii
.	.	PONfrt	MORPH=empty	.
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
conbat	combatre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	conbat
,	,	PONfbl	MORPH=empty	,
Nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	Nul
eschange	eschange	NOMcom	NOMB.=s|GENRE=m|CAS=r	eschange
ne	ne2	CONcoo	MORPH=empty	ne
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
rabat	rabat	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	rabat
Fors	fors1	ADVgen	DEGRE=-	Fors
que	que1	CONsub	MORPH=empty	que
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
un	un	PROind	NOMB.=s|GENRE=m|CAS=n	un
d'	de	PRE	MORPH=empty	d
aus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	aus
.	.	PONfrt	MORPH=empty	.
ii	2	PROcar	MORPH=empty	ii
.	.	PONfrt	MORPH=empty	.
n'	ne1	ADVneg	MORPH=empty	n
an	en2	PROadv	MORPH=empty	an
prandroie	prendre	VERcjg	MODE=con|PERS.=1|NOMB.=s	prandroie
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Et	et	CONcoo	MORPH=empty	Et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
otroie	otroiier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	otroie
Se	se	CONsub	MORPH=empty	Se
Lanceloz	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=n	Lanceloz
ne	ne1	ADVneg	MORPH=empty	ne
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vient
dedanz	dedenz	ADVgen	DEGRE=-	dedanz
.	.	PONfrt	MORPH=empty	.
Atant	atant	ADVgen	DEGRE=-	Atant
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r|DEGRE=-	s
an	en2	PROadv	MORPH=empty	an
part	partir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	part
Meleaganz	Meleagant	NOMpro	NOMB.=s|GENRE=m|CAS=n	Meleaganz
Et	et	CONcoo	MORPH=empty	Et
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r	cort
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
an	en2	PROadv	MORPH=empty	an
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
;	;	PONfbl	MORPH=empty	;
Ne	ne1	ADVneg	MORPH=empty	Ne
fina	finer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fina
tant	tant	ADVgen	DEGRE=-	tant
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
trova	trover	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	trova
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
Bademagu	Bademagu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Bademagu
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pere	pere	NOMcom	NOMB.=s|GENRE=m|CAS=r	pere
.	.	PONfrt	MORPH=empty	.
Devant	devant	PRE	MORPH=empty	Devant
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
pere	paroir	VERcjg	PERS.=3|NOMB.=s|GENRE=m|CAS=n	pere
Qu'	que2	CONsub	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
preuz	pro	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	preuz
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
afeire	afaire2	NOMcom	NOMB.=s|GENRE=f|CAS=r	afeire
,	,	PONfbl	MORPH=empty	,
Comança	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Comança
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
sanblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	sanblant
a	a3	PRE	MORPH=empty	a
feire	faire	VERinf	MORPH=empty	feire
Et	et	CONcoo	MORPH=empty	Et
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
chiere	chiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	chiere
merveilleuse	merveillos	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	merveilleuse
.	.	PONfrt	MORPH=empty	.
Ce	ce2	DETdem	NOMB.=s|GENRE=m|CAS=r	Ce
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
tenoit	tenir1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	tenoit
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r	cort
mout	mout	ADVgen	DEGRE=-	mout
joieuse	joios	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	joieuse
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
a	a3	PRE	MODE=ind|TEMPS=pst|NOMB.=s	a
Bade	Bade	NOMpro	NOMB.=s|GENRE=f|CAS=r	Bade
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r	cité
.	.	PONfrt	MORPH=empty	.
Jorz	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	Jorz
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
natevité	nativité	NOMcom	NOMB.=s|GENRE=f|CAS=r	natevité
,	,	PONfbl	MORPH=empty	,
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
tint	tenir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	tint
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
et	et	CONcoo	MORPH=empty	et
pleniere	plenier2	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	pleniere
;	;	PONfbl	MORPH=empty	;
Si	si	ADVgen	DEGRE=-	Si
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r	gent
de	de	PRE	MORPH=empty	de
mainte	maint	DETind	NOMB.=s|GENRE=f|CAS=r	mainte
meniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r	meniere
Avoec	avuec	PRE	MORPH=empty	Avoec
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
venu	venir	VERppe	NOMB.=s|GENRE=m|CAS=r	venu
plus	plus	ADVgen	DEGRE=-	plus
qu'	que1	CONsub	MORPH=empty	qu
assez	assez	ADVgen	DEGRE=-	assez
.	.	PONfrt	MORPH=empty	.
Toz	tot	ADVgen	NOMB.=s|GENRE=m|CAS=n	Toz
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=n	palés
antassez	entasser	VERppe	NOMB.=s|GENRE=m|CAS=n	antassez
De	de	PRE	MORPH=empty	De
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevaliers
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
puceles	pucele	NOMcom	NOMB.=p|GENRE=f|CAS=r	puceles
;	;	PONfbl	MORPH=empty	;
Mes	mais1	CONcoo	MORPH=empty	Mes
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
en	en2	PROadv	MORPH=empty	en
i	i2	PROadv	MORPH=empty	i
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
avoec	avuec	PRE	MORPH=empty	avoec
eles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=i	eles
Don	dont	PROrel	NOMB.=s|CAS=r	Don
bien	bien1	ADVgen	DEGRE=p	bien
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	dirai
ça	ça	ADVgen	DEGRE=-	ça
avant	avant	ADVgen	DEGRE=p	avant
-	-	PONfbl	MORPH=empty	-
Cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r	Cele
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
suer	seror	NOMcom	NOMB.=s|GENRE=f|CAS=n	suer
Meleagant	Meleagant	NOMpro	NOMB.=s|GENRE=f|CAS=r	Meleagant
-	-	PONfbl	MORPH=empty	-
Mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	Mon
pansser	penser	NOMcom	GENRE=m|CAS=r	pansser
et	et	CONcoo	MORPH=empty	et
m'	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	m
antencion	entencïon	NOMcom	NOMB.=s|GENRE=f|CAS=r	antencion
,	,	PONfbl	MORPH=empty	,
Mes	mais1	CONcoo	MORPH=empty	Mes
n'	ne1	ADVneg	MORPH=empty	n
an	en2	PROadv	MORPH=empty	an
vuel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vuel
feire	faire	VERinf	MORPH=empty	feire
mancion	mencïon	NOMcom	NOMB.=s|GENRE=f|CAS=r	mancion
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
n'	ne1	ADVneg	MORPH=empty	n
afiert	aferir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	afiert
pas	pas	ADVneg	MORPH=empty	pas
a	a3	PRE	MORPH=empty	a
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
matire	matiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	matire
Que	que4	CONsub	GENRE=f|CAS=r	Que
ci	ci	ADVgen	DEGRE=-	ci
androit	endroit	ADVgen	DEGRE=-	androit
an	en2	PROadv	MORPH=empty	an
doie	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doie
dire	dire	VERinf	MORPH=empty	dire
,	,	PONfbl	MORPH=empty	,
Ne	ne2	CONcoo	MORPH=empty	Ne
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
vuel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vuel
boceier	boçoiier	VERinf	CAS=r	boceier
Ne	ne2	CONcoo	MORPH=empty	Ne
corronpre	corrompre	VERinf	MORPH=empty	corronpre
ne	ne2	CONcoo	MORPH=empty	ne
forceier	forçoiier	VERinf	MORPH=empty	forceier
,	,	PONfbl	MORPH=empty	,
Mes	mais1	CONcoo	DEGRE=-	Mes
mener	mener	VERinf	MORPH=empty	mener
boen	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	boen
chemin	chemin	NOMcom	NOMB.=s|GENRE=m|CAS=r	chemin
et	et	CONcoo	MORPH=empty	et
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	droit
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
si	si	ADVgen	DEGRE=-	si
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	dirai
or	or4	ADVgen	DEGRE=-	or
androit	endroit	ADVgen	DEGRE=-	androit
,	,	PONfbl	MORPH=empty	,
Ou	où	PROrel	MORPH=empty	Ou
Meleaganz	Meleagant	NOMpro	NOMB.=s|GENRE=m|CAS=n	Meleaganz
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
venuz	venir	VERppe	NOMB.=s|GENRE=m|CAS=n	venuz
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
,	,	PONfbl	MORPH=empty	,
oiant	öir	VERppa	NOMB.=s|GENRE=m|CAS=r	oiant
toz	tot	ADVgen	NOMB.=s|GENRE=m|CAS=r	toz
,	,	PONfbl	MORPH=empty	,
gros	gros	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	gros
et	et	CONcoo	MORPH=empty	et
menuz	menu	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	menuz
,	,	PONfbl	MORPH=empty	,
Dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Dist
a	a3	PRE	MORPH=empty	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pere	pere1	NOMcom	NOMB.=s|GENRE=m|CAS=r	pere
mout	mout	ADVgen	DEGRE=-	mout
en	en1	PRE	MORPH=empty	en
haut	haut	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	haut
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Pere	Pierre	NOMcom	NOMB.=s|GENRE=m|CAS=n	Pere
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	MORPH=empty	se
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
saut	sauver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	saut
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
plest	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plest
,	,	PONfbl	MORPH=empty	,
or	or4	ADVgen	DEGRE=-	or
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
dites	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=p	dites
voir	voir	ADVgen	DEGRE=-	voir
Se	se	CONsub	MORPH=empty	Se
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
ne	ne1	ADVneg	MORPH=empty	ne
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
avoir	avoir	VERinf	MORPH=empty	avoir
Et	et	CONcoo	MORPH=empty	Et
se	se	CONsub	MORPH=empty	se
mout	mout	ADVgen	DEGRE=-	mout
n'	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
de	de	PRE	MORPH=empty	de
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
vertu	vertu	NOMcom	NOMB.=s|GENRE=f|CAS=r	vertu
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
a	a3	PRE	MODE=ind|TEMPS=pst|NOMB.=s	a
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r	cort
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
Artu	Artu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Artu
Par	par	PRE	MORPH=empty	Par
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r	ses
armes	arme	NOMcom	NOMB.=p|GENRE=f|CAS=r	armes
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	se
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
doter	doter2	VERinf	MORPH=empty	doter
.	.	PONfrt	MORPH=empty	.
